collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,reference_nos,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,primary_reference
63719,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 9",,"Locus B = ""upper portion of the talus cone within the upper grotto""",1,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63720,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Arbitrary units (0-20 cm)",,"Locus B = ""upper portion of the talus cone within the upper grotto""",10,Holocene,,0.0117,0,18307,18307,taxonomic,"bulk,surface (float),surface (in situ),field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63721,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Looter Backdirt",,"Locus B = ""upper portion of the talus cone within the upper grotto""",9,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63722,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Mixed surface",,"Locus B = ""upper portion of the talus cone within the upper grotto""",9,Holocene,,0.0117,0,18307,18307,taxonomic,"surface (float),field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63723,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, general",,"Locus B = ""upper portion of the talus cone within the upper grotto""",10,Holocene,,0.0117,0,18307,18307,taxonomic,"salvage,surface (float),field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63724,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Disaggregated owl Pellets",,"Locus B = ""upper portion of the talus cone within the upper grotto""",20,Holocene,,0.0117,0,18307,18307,taxonomic,field collection,,,,,,,"Screen mesh size reported by Geib and Keller (2002); materials for this collection were derived from disaggregated owl pellets; specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63725,col,,-114.366669,35.233334,Bighorn Cave - general site collection,,"Locus A = ""lower shelter and toe of talus cone""",7,Holocene,,0.0117,0,18307,18307,taxonomic,"bulk,salvage,surface (float),field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
65991,col,,-120.65361,35.657501,Arborgast Ranch,,"CPVP 6901, LACM 5791",2,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,LACM,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
65994,col,,-120.161942,35.341389,Carizzo Plains School,,"CPVP 7803, LACM 5659",4,Pleistocene,,2.588,0.0117,18912,"1,891,235,474",general faunal/floral,,LACM,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
65995,col,,-120.806946,35.360558,Chorro Creek,,"CPVP 7001, LCAM 5903",1,Pleistocene,,2.588,0.0117,18912,"1,891,235,474",general faunal/floral,,,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
65996,col,,-120.897499,35.444443,"Cayucos, south 5th street",,,1,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
65997,col,,-120.522781,35.51889,Creston mammoth site,,CPVP 7802,1,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
65998,col,,-120.865555,35.226944,Crowbar Canyon,,"Montana de Oro State Park, Canada Los Osos, Point Bunchon, LACM 4523, LACMIP 5640, USGSM 7280",1,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,LACM,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
66057,col,,-120.451942,35.207222,Mankin,,"Ranchita Cattle Company, CPVP 6903, LACM 5790",1,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,LACM,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
66061,col,,-120.691109,35.585556,Salinas River Sand Site,,,1,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
66062,col,,-120.695274,35.752499,San Miguel,,"San Miguel 2, UCMP V65046, CPVP 6902",2,Pleistocene,,2.588,0.0117,18912,18912,general faunal/floral,,UCMP,,,,,,,,"G. T. Jefferson, H. L. Fierstine, and J. R. Wesling, T.-L. Ku. 1992. Pleistocene terrestrial vertebrates from near Point San Luis, and other localities in San Luis Obispo County, California. Bulletin of the Southern California Academy of Sciences 91(1):26-38"
67636,col,Turtle Butte,-99.833336,43.066666,Wewela Microfauna,,UNSM SDK-9,4,Monroecreekian,,26.3,24.8,19303,19303,biostratigraphic,"bulk,sieve,field collection",UNSM,,17 specimens,14 kg,,,"rock censused includes ""a small bag (14 kg) of sandy siltstone fragments"" produced by dry screening, and not the original sediment",,B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
67637,col,,-103.01667,41.716667,Skarboe Spur,,UNSM Mo-163,15,Monroecreekian,,26.3,24.8,19303,"1,930,319,636",biostratigraphic,"bulk,anthill,sieve,field collection",UNSM,,292 specimens,45 kg,,,"rock censused consists of ""concentrate,"" not the original sediment","""Reptile remains were fairly common... no fish, amphibian, or bird elements""",B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
67638,col,Reunion Creek Beds,-101.349998,42.883331,Reunion Creek,,UNSM Cr-167,10,Harrisonian,,24.8,20.43,19303,"1,930,319,636",biostratigraphic,"bulk,sieve,field collection",UNSM,,61 specimens,45 kg,,,"rock censused consists of ""concentrate,"" not the original sediment","""Amphibian and reptile remains were common and abundant respectively, while no fish or bird specimens were recovered""",B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
68415,col,,-111.883331,46.733334,Prickly Pear Creek,,,3,Early Chadronian,,37.2,33.9,19699,19699,taxonomic,survey of museum collection,CM,species names,,,,,"collection ""made by Earl Douglass in 1902""","identifications made by Alan Tabrum\nOstrander 1985 reported a specimen of Brachyhyops that cannot be found in the CM collection, but might be in another one","S. G. Lucas and R. J. Emry. 2004. The entelodont Brachyhyops (Mammalia, Artiodactyla) from the Upper Eocene of Flagstaff Rim, Wyoming. New Mexico Museum of Natural History and Science Bulletin 26:97-100"
68476,col,Willwood,-109,44.299999,SC-327,,,3,Clarkforkian,,56.8,55.8,19720,"197,204,399,362,691",taxonomic,field collection,UMMP,some genera,,,,,,additional taxa not mentioned,"J. I. Bloch, M. T. Silcox, and D. M. Boyer, E. J. Sargis. 2007. New Paleocene skeletons and the relationship of plesiadapiformes to crown-clade primates. Proceedings of the National Academy of Sciences, USA 104(4):1159-1164"
68719,col,Brule,-102.666664,43.616669,Metamynodon Sandstone between Cottonwood Pass and Stronghold Table,,,1,Orellan,,33.9,33.3,19835,19835,taxonomic,"field collection,survey of museum collection",SDSM,some genera,,,,,,,"M. W. Colbert. 2005. The facial skeleton of the early Oligocene Colodon (Perissodactyla, Tapiroidea). Palaeontologia Electronica 8(1):1-27"
69806,col,Coffee Mill Butte Beds,-103.349998,42.549999,Belmont Grade,,UNSM Dw-123,17,Harrisonian,,24.8,20.43,19303,"1,930,319,636",biostratigraphic,"selective quarrying,field collection",UNSM,,218 specimens,,,,"""in situ concentration of vertebrate debris... Less than 2.3 kg of concentrate, composed of roughly 25 percent vertebrate tooth and bone fragments... microfauna. Reptile elements including dentaries were abundant, however, no fish, amphibian, or bird remains were recovered. Small mammals are represented by 11 jaw framgents with one or more teeth and 207 isolated cheek teeth.""",fauna apart from mammals not discussed,B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
69807,col,Lavaca Flats Beds,-102.199997,42.799999,Collins Ranch,,UNSM Sh-114,14,Harrisonian,,24.8,20.43,19303,19303,biostratigraphic,"selective quarrying,field collection",UNSM,,39 specimens,45 kg,,,"""less than about 45 kg of gravel concentrate produced a small, fairly diverse microfauna. Reptile remains were abundant, especially jaws with teeth, while no fish, amphibian, or bird elements were recovered. Small mammal taxa are represented by one jaw fragment with one tooth and 38 isolated cheek teeth.""",fauna apart from mammals not discussed,B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
69808,col,Runningwater,-102,42.75,Eastern Runningwater Fauna,,UNSM Cr-23; UNSM Cr-129; UNSM Cr-130; UNSM Cr-135; UNSM Cr-137; UNSM Cr-160,20,Early Hemingfordian,,20.43,15.97,19303,19303,biostratigraphic,"bulk,sieve,field collection,survey of museum collection",UNSM,,,,,,"""Most of the local faunas listed are the result of test-screening sand and gravel lenses and sorting between 45 and 136 kg of concentrate"" (apparently at each site)","composite of six collections from isolated outcrops; some of this material comes from UNSM Cr-23 = Aletomeryx Quarry, but virtually all of it comprises small mammals and probably derives from new collections by Bailey, so I have not tried to separate out taxa that might belong to this collection",B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
69915,col,Runningwater,-102.099998,42.700001,UNSM Sh-109,,Eastern Runningwater Fauna,7,Early Hemingfordian,,20.43,15.97,19303,19303,biostratigraphic,"bulk,sieve,field collection,survey of museum collection",UNSM,,,,,,"""Most of the local faunas listed are the result of test-screening sand and gravel lenses and sorting between 45 and 136 kg of concentrate"" (apparently at each site)",,B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
69916,col,Runningwater,-102,42.75,UNSM Cr-149,,Eastern Runningwater Fauna,10,Early Hemingfordian,,20.43,15.97,19303,19303,biostratigraphic,"bulk,sieve,field collection,survey of museum collection",UNSM,,,,,,"""Most of the local faunas listed are the result of test-screening sand and gravel lenses and sorting between 45 and 136 kg of concentrate"" (apparently at each site)\r\n",,B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
69920,col,Paso Real,-83.07222,8.856389,El Indio,,,6,Late Pliocene,Early Pleistocene,3.6,0.781,23469,23469,taxonomic,"surface (float),field collection",,species names,,,,,"""No excavation or systematic screen washing... All fossils are isolated finds eroding from the sediments""",,"J. I. Mead, R. Cubero, and A. L. Valerio Zamora, S. L. Swift, C. Laurito, L. D. Gómez. 2006. Plio-Pleistocene Crocodylus (Crocodylia) from southwestern Costa Rica. Studies on Neotropical Fauna and Environment 41(1):1-7"
69921,col,Rosebud,-102.295303,43.1796,Rosebud (UNSM SDK10),,,4,Monroecreekian,,26.3,24.8,19303,19303,biostratigraphic,field collection,UNSM,,,,,,,,B. E. Bailey. 2004. Biostratigraphy and biochronology of early Arikareean through late Hemingfordian small mammal faunas from the Nebraska Panhandle and adjacent areas. Paludicola 4(3):81-113
